The motorcyclist let go of the throttle.	The motorcycle coasted to a halt.	The motorcycle shot forward.	effect	0	341	
The teacher caught the student chewing gum.	The student spit out the gum.	The gum stuck to the student's shoe.	effect	0	342	
The teacher threw the chewing gum at the student.	The student spit out the gum.	The gum stuck to the student's shoe.	effect	1	343	
The host served dinner to his guests.	His guests were gracious.	His guests went hungry.	effect	0	344	
The host served nothing to his guests.	His guests went hungry.	His guests were gracious.	effect	0	345	
The boy climbed the tree.	A bird built a nest in the tree.	A cat got stuck in the tree.	cause	1	346	
The boy avoided the tree.	A bird built a nest in the tree.	A cat got stuck in the tree.	cause	0	347	
The chair squeaked.	The man carried the chair to his office.	The man scooted the chair closer to his desk.	cause	1	348	
The chair fell.	The man carried the chair to his office.	The man scooted the chair closer to his desk.	cause	0	349	
The father shut off the children's television.	It was bedtime for the children.	The children were watching cartoons.	cause	0	350	
The father laughed at the children's television.	The children were watching cartoons.	It was bedtime for the children.	cause	0	351	
The man held his breath.	He treaded water.	He went underwater.	cause	1	352	
The man exhaled his breath.	He treaded water.	He went underwater.	cause	0	353	
I clumsily bumped into the stranger.	I ran away.	I apologized to him.	effect	1	354	
I intentionally bumped into the stranger.	I ran away.	I apologized to him.	effect	0	355	
The boat capsized.	It was caught in a hurricane.	The captain raised the sail.	cause	0	356	
The boat moved.	It was caught in a hurricane.	The captain raised the sail.	cause	1	357	
The mother suspected that her son was lying.	He refused to talk to her.	He avoided making eye contact with her.	cause	1	358	
The mother suspected that her son was upset.	He refused to talk to her.	He avoided making eye contact with her.	cause	0	359	
The young woman was denied entrance into the bar.	Her friends stood her up.	She forgot her ID.	cause	1	360	
The young woman entered the bar alone.	Her friends stood her up.	She forgot her ID.	cause	0	361	
A crater formed on the moon.	A comet passed by the moon.	A comet collided with the moon.	cause	1	362	
A crater did not form on the moon.	A comet collided with the moon.	A comet passed by the moon.	cause	1	363	
I planted the seeds in the soil.	The seeds sprouted.	I watered the soil.	effect	0	364	
The soil was dry.	I watered the soil.	The seeds sprouted.	effect	0	365	
The benefactor requested to stay anonymous.	He supported the cause behind his donation.	He wanted to maintain his privacy.	cause	1	366	
The benefactor looked extremely excited.	He supported the cause behind his donation.	He wanted to maintain his privacy.	cause	0	367	
The woman felt ashamed of scar on her face.	She hid the scar with makeup.	She explained the scar to strangers.	effect	0	368	
The woman was questioned about the scar on her face.	She hid the scar with makeup.	She explained the scar to strangers.	effect	1	369	
The doctor x-rayed the patient's arm.	He put the patient's arm in a cast.	He discovered that the patient's arm was broken.	effect	1	370	
The doctor discovered the patient's arm was broken.	He discovered that the patient's arm was broken.	He put the patient's arm in a cast.	effect	1	371	
The boy filled the bucket with sand.	He was building a sand castle.	He was collecting seashells in the sand.	cause	0	372	
The boy cut his hand in the sand.	He was building a sand castle.	He was collecting seashells in the sand.	cause	1	373	
The woman upgraded her computer hardware.	She deleted old files on the computer.	She installed new software on the computer.	effect	1	374	
The woman wanted to sell her computer hardware.	She installed new software on the computer.	She deleted old files on the computer.	effect	1	375	
The girl performed in a dance recital.	Her parents came to watch the recital.	Her parents showed her how to dance.	effect	0	376	
The girl never learned to dance.	Her parents came to watch the recital.	Her parents showed her how to dance.	effect	1	377	
The baby was wailing in his crib.	The mother picked up the baby.	The baby crawled to the mother.	effect	0	378	
The baby's name was called.	The mother picked up the baby.	The baby crawled to the mother.	effect	1	379	
The woman had a religious awakening.	She began going to church.	She began travelling abroad.	effect	0	380	
The woman wanted to change her environment.	She began travelling abroad.	She began going to church.	effect	0	381	
The bureau drawers were cluttered.	I locked the drawers shut.	I threw away unnecessary contents.	effect	1	382	
The buerau drawers were opened.	I threw away unnecessary contents.	I locked the drawers shut.	effect	1	383	
The student flaunted his test grade to his classmates.	He feigned interest in the class.	He received a perfect score.	cause	1	384	
The student hid his test grade from his classmates.	He received a perfect score.	He feigned interest in the class.	cause	1	385	
The boy felt homesick.	He went away to camp.	He bickered with his sister.	cause	0	386	
The boy felt exhausted.	He bickered with his sister.	He went away to camp.	cause	0	387	
The rocket flew up into the sky.	The girl designed it.	The girl launched it.	cause	1	388	
The rocket looked pretty.	The girl designed it.	The girl launched it.	cause	0	389	
The boy murmured his reply to his mother.	His mother told him to whisper.	His mother told him to speak up.	effect	1	390	
The boy yelled his reply to his mother.	His mother told him to speak up.	His mother told him to whisper.	effect	1	391	
My flight got delayed.	Tornadoes were sighted in the area.	I was held up at airport security.	cause	0	392	
My flight got rescheduled.	Tornadoes were sighted in the area.	I was held up at airport security.	cause	1	393	
The smoke alarm went off.	I lit a candle.	I burnt my dinner.	cause	1	394	
The room became bright.	I lit a candle.	I burnt my dinner.	cause	0	395	
The vase broke.	I stenciled it.	I glued it back together.	effect	1	396	
The vase had a nice shape.	I glued it back together.	I stenciled it.	effect	1	397	
The woman felt an electric shock.	She pounded on the door.	She grabbed the doorknob.	cause	1	398	
The woman felt extremely fatigued.	She grabbed the doorknob.	She pounded on the door.	cause	1	399	
The man had lipstick on his cheek.	The woman made him blush.	The woman kissed him.	cause	1	400	
The man had a grin on his face.	The woman kissed him.	The woman made him blush.	cause	1	401	
I jumped instinctively in fright.	I heard people chuckling in the adjacent room.	I sensed someone approaching me from behind.	cause	1	402	
I woke up.	I heard people chuckling in the adjacent room.	I sensed someone approaching me from behind.	cause	0	403	
The gardener wanted his plants to flourish.	He planted a variety of seeds.	He put fertilizer in the soil.	effect	1	404	
The gardener wanted more plants to flourish.	He put fertilizer in the soil.	He planted a variety of seeds.	effect	1	405	
A water pipe in the house burst.	The water was unsanitary.	The pipe froze.	cause	1	406	
A water pipe in the house was leaking.	The water was unsanitary.	The pipe froze.	cause	0	407	
The waistband on my pants was loose.	I put on a belt.	I put on a hat.	effect	0	408	
The sun shined so bright.	I put on a belt.	I put on a hat.	effect	1	409	
The company lost money.	Its products received positive consumer reviews.	Some of its products were manufactured defectively.	cause	1	410	
The company sold more products.	Its products received positive consumer reviews.	Some of its products were manufactured defectively.	cause	0	411	
The tenants were evicted from the apartment.	They neglected to pay their rent.	They got along with their landlord.	cause	0	412	
The tenants lease for the apartment was extended.	They got along with their landlord.	They neglected to pay their rent.	cause	0	413	
The man woke up with a toothache.	He missed an appointment with the dentist.	He made an appointment with the dentist.	effect	1	414	
The man woke up late.	He missed an appointment with the dentist.	He made an appointment with the dentist.	effect	0	415	
The team lost the game.	Their coach pumped them up.	Their best player was injured.	cause	1	416	
The team won the game.	Their best player was injured.	Their coach pumped them up.	cause	1	417	
The parents forbade their children from watching the movie.	The movie was rated R.	The movie was animated.	cause	0	418	
The parents allowed their children to watch the movie.	The movie was rated R.	The movie was animated.	cause	1	419	
The woman deleted the email.	The sender tried to solicit money from her.	The sender requested a response from her.	cause	0	420	
The woman read the email.	The sender tried to solicit money from her.	The sender requested a response from her.	cause	1	421	
The police eliminated the woman from the list of suspects.	The police interrogated her.	Her alibi checked out.	cause	1	422	
The police kept the woman on the list of suspects.	Her alibi checked out.	The police interrogated her.	cause	1	423	
The climbers reached the peak of the mountain.	They congratulated each other.	They encountered an avalanche.	effect	0	424	
The climbers failed to reach the peak of the mountain.	They congratulated each other.	They encountered an avalanche.	effect	1	425	
The vandals threw a rock at the window.	The window cracked.	The window fogged up.	effect	0	426	
The vandals blew cold air at the window.	The window cracked.	The window fogged up.	effect	1	427	
The fortune teller's revelations were convincing.	She received many returning customers.	Many customers asked for refunds.	effect	0	428	
The fortune teller's revelations were false.	Many customers asked for refunds.	She received many returning customers.	effect	0	429	
The woman's makeup smeared.	She brushed her hair.	She wiped her eyes.	cause	1	430	
The woman's head looked nice.	She brushed her hair.	She wiped her eyes.	cause	0	431	
The company's profits started to level off.	It increased its marketing efforts for new products.	It moved its headquarters to a suburban location.	effect	0	432	
The company was seeking highly specialized talent.	It moved its headquarters to a suburban location.	It increased its marketing efforts for new products.	effect	0	433	
The student's answer on the exam was incorrect.	The teacher subtracted points off the student's grade.	The teacher added bonus points to the student's grade.	effect	0	434	
The student's answer on the exam was extraordinary.	The teacher subtracted points off the student's grade.	The teacher added bonus points to the student's grade.	effect	1	435	
The girl wanted to demonstrate proper etiquette.	She put her napkin on her lap before eating.	She threw away her napkin after eating.	effect	0	436	
The girl demonstrated poor etiquette.	She threw away her napkin after eating.	She put her napkin on her lap before eating.	effect	0	437	
The detective flashed his badge to the police officer.	The police officer confiscated the detective's badge.	The police officer let the detective enter the crime scene.	effect	1	438	
The detective flashed his fake badge to the police officer.	The police officer confiscated the detective's badge.	The police officer let the detective enter the crime scene.	effect	0	439	
The girl wanted to make her mother happy.	The girl picked a flower for her mother.	The girl ate the cookies her mother baked.	effect	0	440	
The girl wanted to make her mother happy for her effort.	The girl picked a flower for her mother.	The girl ate the cookies her mother baked.	effect	1	441	
The toddler started crying.	Her parents took away her toy.	Her parents gave her a toy.	effect	1	442	
The toddler started being naught.	Her parents gave her a toy.	Her parents took away her toy.	effect	1	443	
The stranger cried out to me in a foreign language.	I stopped to chat with him.	I stared blankly at him.	effect	1	444	
The stranger shouted insults at me in a foreign language.	I stared blankly at him.	I stopped to chat with him.	effect	1	445	
The man uncovered incriminating evidence against his enemy.	The man avoided his enemy.	The man blackmailed his enemy.	effect	1	446	
The man discovered his enemy uncovered incriminating evidence against him.	The man avoided his enemy.	The man blackmailed his enemy.	effect	0	447	
The girl pushed herself off the top of the slide.	She glided down the slide.	She crawled up the slide.	effect	0	448	
The girl wanted to get on top of the slide.	She glided down the slide.	She crawled up the slide.	effect	1	449	
My jaw dropped open.	I was shocked.	I was unhappy.	cause	0	450	
My face dropped.	I was shocked.	I was unhappy.	cause	1	451	
The child disobeyed her parents.	Her parents punished her.	Her parents hugged her.	effect	0	452	
The child obeyed her parents.	Her parents hugged her.	Her parents punished her.	effect	0	453	
The car looked filthy.	He owner took it in for a paint job.	The owner took it to the car wash.	effect	1	454	
The car looked keyed.	He owner took it in for a paint job.	The owner took it to the car wash.	effect	0	455	
My friend paid for my ticket.	I paid her back.	I sought a refund.	effect	0	456	
I paid for friend's my ticket.	I paid her back.	I sought a refund.	effect	1	457	
The woman was wrongly convicted for the crime.	She was framed.	The jury was fair.	cause	0	458	
The woman was correctly convicted for the crime.	The jury was fair.	She was framed.	cause	0	459	
The girl applied the scissors to the paper.	The paper crinkled.	The paper sliced apart.	effect	1	460	
The girl clenched the paper her in her fist.	The paper crinkled.	The paper sliced apart.	effect	0	461	
The woman visited her family.	She distrusted them.	She missed them.	cause	1	462	
The woman refused to visit her family.	She distrusted them.	She missed them.	cause	0	463	
I burst into a fit of laughter.	My teeth began to chatter.	My eyes welled up with tears.	effect	1	464	
I burst into a cold room.	My teeth began to chatter.	My eyes welled up with tears.	effect	0	465	
The school principal implemented a dress code.	Students were expelled from school.	Students protested the decision.	effect	1	466	
The school principal effected the honor code.	Students were expelled from school.	Students protested the decision.	effect	0	467	
The balloon expanded.	I blew into it.	I pricked it.	cause	0	468	
The balloon poped.	I pricked it.	I blew into it.	cause	0	469	
I wanted to lighten the mood of the conversation.	I remained quiet.	I told a joke.	effect	1	470	
I wanted to tense up the mood of the conversation.	I remained quiet.	I told a joke.	effect	0	471	
The man broke his toe.	He got a hole in his sock.	He dropped a hammer on his foot.	cause	1	472	
The man hid his feet.	He got a hole in his sock.	He dropped a hammer on his foot.	cause	0	473	
The man had an attack of conscience.	He manipulated his friend.	He admitted his indiscretion.	effect	1	474	
The man had a dead conscience.	He manipulated his friend.	He admitted his indiscretion.	effect	0	475	
A fistfight broke out in the hall of the school.	The principal suspended the students involved.	The principal called off classes for the day.	effect	0	476	
A gas tank burst in the hall of the school.	The principal called off classes for the day.	The principal suspended the students involved.	effect	0	477	
The photo albums collected dust in the attic.	The family reminisced over the photos.	They remained untouched for years.	cause	1	478	
The photo album collection was treasured.	The family reminisced over the photos.	They remained untouched for years.	cause	0	479	
I got distracted from my conversation with the woman.	Everyone in the room was talking.	The woman was telling a funny story.	cause	0	480	
I got hooked to my conversation with the woman.	The woman was telling a funny story.	Everyone in the room was talking.	cause	0	481	
I put coins in the washing machine at the laundromat.	I ran out of laundry detergent.	The machine powered on.	effect	1	482	
I had too many clothes to wash at the laundromat.	The machine powered on.	I ran out of laundry detergent.	effect	1	483	
The family postponed the barbeque.	The forecast called for storms.	It was a holiday weekend.	cause	0	484	
The family had the barbeque.	The forecast called for storms.	It was a holiday weekend.	cause	1	485	
Air leaked out of the beach ball.	It was inflated.	There was a hole in it.	cause	1	486	
The beach ball bounced.	There was a hole in it.	It was inflated.	cause	1	487	
Our group's conversation gradually lulled to silence.	I felt awkward.	I became enraged.	effect	0	488	
Our group's conversation gradually escalated.	I felt awkward.	I became enraged.	effect	1	489	
I clenched the candy wrapper in my fist.	The wrapper crinkled.	The wrapper ripped.	effect	0	490	
I pulled apart the candy wrapper with my hands.	The wrapper ripped.	The wrapper crinkled.	effect	0	491	
The woman pressed down on the piano key.	The key got stuck.	A sound played.	effect	1	492	
The woman dropped syrup on the piano.	A sound played.	The key got stuck.	effect	1	493	
The girl met her favorite actor.	She asked him for his autograph.	She went to see his new film.	effect	0	494	
The girl saw a trailer of her favorite actor.	She went to see his new film.	She asked him for his autograph.	effect	0	495	
The vehicles travelled slowly.	It was foggy.	It was cloudy.	cause	0	496	
The people carried the umbrellas.	It was cloudy.	It was foggy.	cause	0	497	
The chandelier shattered on the floor.	The chandelier's lights flickered on and off.	The chandelier dropped from the ceiling.	cause	1	498	
The chandelier was removed from the ceiling.	The chandelier's lights flickered on and off.	The chandelier dropped from the ceiling.	cause	0	499	
The cat purred.	It scratched me.	I petted it.	cause	1	500	
I snapped at the cat.	It scratched me.	I petted it.	cause	0	501	
The boy pushed his sister.	They played hide and seek.	His sister tattled on him.	effect	1	502	
The boy found his sister.	They played hide and seek.	His sister tattled on him.	effect	0	503	
The man gained weight.	He got his suit altered.	He got his shoes shined.	effect	0	504	
The man stepped in the mud.	He got his suit altered.	He got his shoes shined.	effect	1	505	
The clouds looked dark.	I brought my umbrella to work.	I brought my laptop to work.	effect	0	506	
The cloud computer was blocked.	I brought my umbrella to work.	I brought my laptop to work.	effect	1	507	
The engine of the airplane was faulty.	The airplane crashed.	The pilot made an error.	effect	0	508	
The passenger on the airplane made a distracting noise.	The airplane crashed.	The pilot made an error.	effect	1	509	
Cars moved to the shoulder of the road.	A screaming ambulance approached.	The traffic light turned green.	cause	0	510	
Cars moved to the intersection of the road.	The traffic light turned green.	A screaming ambulance approached.	cause	0	511	
The boy lost hold of the bar of soap.	The bar was slippery.	The bar emitted a fragrance.	cause	0	512	
The boy lost sniffed the bar of soap.	The bar emitted a fragrance.	The bar was slippery.	cause	0	513	
The button on my shirt fell off.	I sewed the button back on.	I glued the button back on.	effect	0	514	
The button on my laptop fell off.	I sewed the button back on.	I glued the button back on.	effect	1	515	
The celebrity wore sunglasses.	She wanted to avoid recognition.	She wanted to thank her fans.	cause	0	516	
The celebrity took off her sunglasses.	She wanted to avoid recognition.	She wanted to thank her fans.	cause	1	517	
My grandmother passed away.	My family held a reunion.	My family held a funeral.	effect	1	518	
My grandmother passed by.	My family held a reunion.	My family held a funeral.	effect	0	519	
The police officer pulled over the celebrity.	The celebrity sued the police officer.	The celebrity offered the officer a bribe.	effect	1	520	
The police officer pulled the celebrity by the wrist.	The celebrity offered the officer a bribe.	The celebrity sued the police officer.	effect	1	521	
The man revealed personal information to the therapist.	He trusted the therapist.	He disagreed with the therapist.	cause	0	522	
The man withheld personal information from the therapist.	He trusted the therapist.	He disagreed with the therapist.	cause	1	523	
The man fell unconscious.	The assailant took the man's wallet.	The assailant struck the man in the head.	cause	1	524	
The man lost the credit card.	The assailant struck the man in the head.	The assailant took the man's wallet.	cause	1	525	
I approached the man.	He looked familiar.	He looked busy.	cause	0	526	
I did not approach the man.	He looked familiar.	He looked busy.	cause	1	527	
The leader received praise.	He fought poverty.	He raised taxes.	cause	0	528	
The leader received opposition.	He fought poverty.	He raised taxes.	cause	1	529	
The man read the cartoon in the newspaper.	He chuckled.	He sipped coffee.	effect	0	530	
The man felt cold while reading the newspaper.	He chuckled.	He sipped coffee.	effect	1	531	
My mailbox was overflowing with letters.	I went on vacation for two weeks.	The lid on the mailbox broke.	cause	0	532	
The letters were blown from my mailbox.	The lid on the mailbox broke.	I went on vacation for two weeks.	cause	0	533	
The bananas ripened.	We ate them.	We squeezed them.	effect	0	534	
The pimples ripened.	We squeezed them.	We ate them.	effect	0	535	
The chef pressed down on the dough.	The dough flattened.	The dough crumbled.	effect	0	536	
The chef pressed down on the dry dough.	The dough flattened.	The dough crumbled.	effect	1	537	
The clay hardened.	The potter put the clay in the oven.	The potter rolled the clay into a ball.	cause	0	538	
The clay took shape.	The potter put the clay in the oven.	The potter rolled the clay into a ball.	cause	1	539	
My feet were blistered.	I went swimming.	I went hiking.	cause	1	540	
My skin was dry.	I went hiking.	I went swimming.	cause	1	541	
The woman betrayed her friend.	Her friend cut off contact with her.	Her friend sent her a greeting card.	effect	0	542	
The woman stood by her friend.	Her friend cut off contact with her.	Her friend sent her a greeting card.	effect	1	543	
The man took notice of the woman.	He caught a whiff of her perfume.	He had his back turned to her.	cause	0	544	
The man never noticed the woman.	He had his back turned to her.	He caught a whiff of her perfume.	cause	0	545	
The woman and her boyfriend got into a fight.	They planned a vacation together.	They stopped seeing each other.	effect	1	546	
The woman and her boyfriend got engaged.	They stopped seeing each other.	They planned a vacation together.	effect	1	547	
The bully stuck his foot out in front of his classmate.	The bully picked up his classmate.	The bully's classmate tripped.	effect	1	548	
The bully stuck did not like his classmate.	The bully picked up his classmate.	The bully's classmate tripped.	effect	0	549	
The man wanted to get revenge on his enemy.	The man declared a truce with his enemy.	The man framed his enemy for a crime.	effect	1	550	
The man wanted to get peace with his enemy.	The man declared a truce with his enemy.	The man framed his enemy for a crime.	effect	0	551	
I drank a cup of coffee.	I nodded off to sleep.	My yawning ceased.	effect	1	552	
I drank a glass of whisky.	My yawning ceased.	I nodded off to sleep.	effect	1	553	
The woman was mistaken for her sister.	The woman was close with her sister.	The woman looked like her sister.	cause	1	554	
The woman invited her sister for coffee.	The woman looked like her sister.	The woman was close with her sister.	cause	1	555	
The man made an error in his calculations.	He checked his work.	His work was hasty.	cause	1	556	
The man never made an error in his calculations.	His work was hasty.	He checked his work.	cause	1	557	
The woman's eyeglasses fogged up.	She entered the sauna.	She reclined by the pool.	cause	0	558	
The woman left her eyeglasses on.	She reclined by the pool.	She entered the sauna.	cause	0	559	
The shopper wondered about the cost of the item.	He decided to buy it.	He checked its price tag.	effect	1	560	
The shopper won a discount on the cost of the item.	He decided to buy it.	He checked its price tag.	effect	0	561	
The host of the trivia show called on the contestant for an answer.	The contestant rang the buzzer.	The contestant was in the lead.	cause	0	562	
The host of the trivia show called on the contestant to pick a category.	The contestant rang the buzzer.	The contestant was in the lead.	cause	1	563	
The boy was afraid to go to bed.	He watched a horror movie.	He turned on his nightlight.	cause	0	564	
The boy was struggling to fall asleep.	He turned on his nightlight.	He watched a horror movie.	cause	0	565	
The woman wanted to be a doctor.	She visited the hospital.	She went to medical school.	effect	1	566	
The woman wanted to see a doctor.	She went to medical school.	She visited the hospital.	effect	1	567	
The boy found the television show boring.	He recorded it.	He shut it off.	effect	1	568	
The boy found the television show interesting.	He shut it off.	He recorded it.	effect	1	569	
My daughter suffered an allergy attack.	I took her to the emergency room.	I encouraged her to take deep breaths.	effect	0	570	
My daughter suffered an panic attack.	I encouraged her to take deep breaths.	I took her to the emergency room.	effect	0	571	
The boy had trouble buttoning his shirt.	He refused to wear the shirt.	He asked his mother for help.	effect	1	572	
The boy had trouble buttoning his tight shirt.	He asked his mother for help.	He refused to wear the shirt.	effect	1	573	
I spit out my chewing gum.	I blew a bubble with the gum.	The gum lost its flavor.	cause	1	574	
I enjoyed my chewing gum.	The gum lost its flavor.	I blew a bubble with the gum.	cause	1	575	
The boy painted a picture for his mother.	His mother sold the picture to a gallery.	His mother hung the picture on the wall.	effect	1	576	
The mother no longer needed her son's picture.	His mother sold the picture to a gallery.	His mother hung the picture on the wall.	effect	0	577	
The competition ended.	The teams shook hands.	The teams got pumped up.	effect	0	578	
The finals were approaching.	The teams shook hands.	The teams got pumped up.	effect	1	579	
The girl politely declined the hamburger.	She liked fast food.	She was a vegetarian.	cause	1	580	
The girl politely accepted the hamburger.	She was a vegetarian.	She liked fast food.	cause	1	581	
I scrubbed the stain on the floor.	I got rid of the stain.	I got dirt on the floor.	effect	0	582	
I smeared the stain on the floor.	I got rid of the stain.	I got dirt on the floor.	effect	1	583	
The documents contained important information.	I kept them in a secure place.	I paper clipped them together.	effect	0	584	
The documents were loose.	I paper clipped them together.	I kept them in a secure place.	effect	0	585	
The egg splattered.	I dropped it.	I boiled it.	cause	0	586	
The egg hardened.	I dropped it.	I boiled it.	cause	1	587	
The girl pushed her friend.	Her friend choked.	Her friend fell over.	effect	1	588	
The girl strangled her friend.	Her friend choked.	Her friend fell over.	effect	0	589	
A group of teenagers crashed the party.	The host of the party kicked them out.	The host of the party invited them in.	effect	0	590	
A group of teenagers helped organizing the party.	The host of the party kicked them out.	The host of the party invited them in.	effect	1	591	
The man took a shower.	He opened a new bar of soap.	He was sweaty from working out.	cause	1	592	
The man felt clean.	He was sweaty from working out.	He opened a new bar of soap.	cause	1	593	
The screen on the laptop went black.	The laptop's warranty expired.	The laptop's battery died.	cause	1	594	
The manufacturer wouldn't fix the screen on the laptop after it went black.	The laptop's warranty expired.	The laptop's battery died.	cause	0	595	
The book became a huge bestseller.	The author faded into obscurity.	It was adapted into a movie.	effect	1	596	
The book became a huge failure.	The author faded into obscurity.	It was adapted into a movie.	effect	0	597	
The man felt thankful to be alive.	He was cured of cancer.	His wife was diagnosed with cancer.	cause	0	598	
The man felt depressed.	His wife was diagnosed with cancer.	He was cured of cancer.	cause	0	599	
The woman wrote a check to the gas company.	She received her monthly bill.	She preferred paying by cash.	cause	0	600	
The woman never used her credit card.	She received her monthly bill.	She preferred paying by cash.	cause	1	601	
The woman felt reluctant to switch careers.	She made a lot of money in her current occupation.	She endured a lot of stress in her current occupation.	cause	0	602	
The woman quit her job recently.	She made a lot of money in her current occupation.	She endured a lot of stress in her current occupation.	cause	1	603	
The woman filed a restraining order against the man.	The man stalked her.	The man called her.	cause	0	604	
The woman answered the phone.	The man called her.	The man stalked her.	cause	0	605	
The ocean tide was dangerous.	The swimmers put on more sunscreen.	The swimmers returned towards the shore.	effect	1	606	
The sun shined very brightly.	The swimmers put on more sunscreen.	The swimmers returned towards the shore.	effect	0	607	
The woman refused a second beer.	She was familiar with the bartender.	She was the designated driver for the night.	cause	1	608	
The woman stayed late in the bar.	She was familiar with the bartender.	She was the designated driver for the night.	cause	0	609	
I ran out of breath.	I climbed several flights of stairs.	I read several chapters of the book.	cause	0	610	
I understood the story.	I read several chapters of the book.	I climbed several flights of stairs.	cause	0	611	
The woman was deemed mentally ill.	She was sent to a psychiatric institution.	She sought a career as a psychiatrist.	effect	0	612	
The woman studied mental disorder treatment.	She was sent to a psychiatric institution.	She sought a career as a psychiatrist.	effect	1	613	
The sun emerged from the clouds.	The woman glanced at her watch.	The woman took her sweater off.	effect	1	614	
The woman worried whether she would be late.	The woman took her sweater off.	The woman glanced at her watch.	effect	1	615	
The football coach lost his voice after the game.	He whistled whenever a player scored a touchdown.	He yelled whenever a player fumbled the ball.	cause	1	616	
The players called their coach "The Flute".	He whistled whenever a player scored a touchdown.	He yelled whenever a player fumbled the ball.	cause	0	617	
The woman complimented the man.	He blushed.	He sneezed.	effect	0	618	
The man caught a cold.	He sneezed.	He blushed.	effect	0	619	
I applied pressure to the cut on my arm.	It healed.	It stopped bleeding.	effect	1	620	
I applied ointment on my wound regularly.	It stopped bleeding.	It healed.	effect	1	621	
The woman had an infection.	She washed her hands.	She took antibiotics.	effect	1	622	
The woman was about to cook.	She took antibiotics.	She washed her hands.	effect	1	623	
The woman was summoned for jury duty.	She contacted her lawyer.	She cancelled her appointments.	effect	1	624	
The woman wanted a divorce.	She cancelled her appointments.	She contacted her lawyer.	effect	1	625	
The woman fanned herself with her hand.	She installed the air conditioner in the room.	The air conditioner in the room broke.	cause	1	626	
The woman's room is always cold.	The air conditioner in the room broke.	She installed the air conditioner in the room.	cause	1	627	
The doctors amputated the patient's leg.	It was badly bruised.	It was severely infected.	cause	1	628	
The doctor put an ice pack on the leg.	It was badly bruised.	It was severely infected.	cause	0	629	
The girl stared at herself in the mirror.	She felt self-conscious.	The mirror was smudged.	cause	0	630	
The girl could barely see her reflection.	She felt self-conscious.	The mirror was smudged.	cause	1	631	
The man was bitten by mosquitoes.	He fell asleep on his couch.	He went camping in the woods.	cause	1	632	
The man felt unrested in the morning.	He went camping in the woods.	He fell asleep on his couch.	cause	1	633	
The woman presented her brother with a gift.	Her brother unwrapped the gift.	Her brother refused to accept the gift.	effect	0	634	
The woman's brother did not like the gift.	Her brother unwrapped the gift.	Her brother refused to accept the gift.	effect	1	635	
The administrator cleared her throat.	The meeting was postponed.	The meeting commenced.	effect	1	636	
Most members were unable to join.	The meeting was postponed.	The meeting commenced.	effect	0	637	
The children ran through the sprinkler.	They were hot.	They ate popsicles.	cause	0	638	
The children had a toothache.	They ate popsicles.	They were hot.	cause	0	639	
The man needed coins to fill the parking meter.	He begged people on the street for loose change.	He searched under his car seats for loose change.	effect	1	640	
The poor man recently lost his job.	He searched under his car seats for loose change.	He begged people on the street for loose change.	effect	1	641	
The customer thought the souvenir was overpriced.	The vender sold it to him.	He bargained with the vendor.	effect	1	642	
The customer had enough money for the souvenir.	He bargained with the vendor.	The vender sold it to him.	effect	1	643	
The scientist gained recognition.	She discovered a new species.	She received tenure at the university.	cause	0	644	
The scientist continued with her ongoing research.	She received tenure at the university.	She discovered a new species.	cause	0	645	
The car stopped at the crosswalk.	The pedestrian crossed the road.	The pedestrian waited on the sidewalk.	effect	0	646	
The pedestrian crossing signal turned red.	The pedestrian waited on the sidewalk.	The pedestrian crossed the road.	effect	0	647	
The boy giggled uncontrollably.	His brother tickled him.	His brother kicked him.	cause	0	648	
The boy started crying loudly.	His brother kicked him.	His brother tickled him.	cause	0	649	
My knees buckled on the stairs.	I caught myself on the railing.	The railing came loose from the wall.	effect	0	650	
I pulled too hard on the railing.	The railing came loose from the wall.	I caught myself on the railing.	effect	0	651	
I went to bed.	It was a clear night.	It was late.	cause	1	652	
I saw the stars.	It was a clear night.	It was late.	cause	0	653	
My friend was recovering from surgery.	I dropped her off at the hospital.	I brought her a card and flowers.	effect	1	654	
My friend had to go for a health checkup.	I brought her a card and flowers.	I dropped her off at the hospital.	effect	1	655	
The DJ turned the music on.	People began to dance.	People left the party.	effect	0	656	
The DJ did not play good music.	People began to dance.	People left the party.	effect	1	657	
The security guard replayed the surveillance footage.	The surveillance camera was out of focus.	He noticed some suspicious activity.	cause	1	658	
The security guard could not identify the thief.	The surveillance camera was out of focus.	He noticed some suspicious activity.	cause	0	659	
I lingered in bed upon awakening.	I was hungry.	It was Saturday.	cause	1	660	
My stomache started growling.	It was Saturday.	I was hungry.	cause	1	661	
The man lifted the heavy box.	He scratched his back.	He put out his back.	effect	1	662	
The man was bitten by insects.	He scratched his back.	He put out his back.	effect	0	663	
The woman's purse was missing.	It contained a lot of junk.	She left it unsupervised.	cause	1	664	
The woman emptied her mailbox.	It contained a lot of junk.	She left it unsupervised.	cause	0	665	
The woman suffered amnesia.	She had an allergic reaction.	She got into a car accident.	cause	1	666	
The woman got a body rash.	She had an allergic reaction.	She got into a car accident.	cause	0	667	
I needed to get cash.	I went to the bank.	I bought a wallet.	effect	0	668	
I needed to carry cash.	I went to the bank.	I bought a wallet.	effect	1	669	
The rider fell to the ground.	The bull bucked the rider.	The bull chased the rider.	cause	0	670	
The rider ran at full speed.	The bull bucked the rider.	The bull chased the rider.	cause	1	671	
