The rain subsided.	I went for a walk.	I browsed the internet.	effect	0	343
The cup of tea was scalding hot.	I blew on it.	I poured it out.	effect	0	344
The photograph faded.	It was fake.	It was old.	cause	1	345
The boy got a black eye.	The bully mocked the boy.	The bully punched the boy.	cause	1	346
I misplaced my wallet.	I retrieved my phone.	I retraced my steps.	effect	1	347
The hunter ran out of ammunition.	He reloaded the gun.	He aimed at the deer.	effect	0	348
Marine life diminished.	Boats sailed through the ocean.	Oil spilled into the ocean.	cause	1	349
I ran the ice cube under warm water.	The ice cube stuck to my fingers.	The ice cube vanished.	effect	1	350
The customer came into the boutique.	She left her wallet at home.	The window display caught her eye.	cause	1	351
The man drank water with his meal.	His meal was cold.	His meal was spicy.	cause	1	352
The woman stayed away from public places.	She was contagious.	She was intoxicated.	cause	0	353
The putrid odor filled the room.	I clamped my hand over my nose.	I put the rubber gloves on.	effect	0	354
The employee missed work.	Her family got in touch with her.	There was a death in her family.	cause	1	355
The magnet attracted the paperclip.	The paperclip dropped from the magnet.	The paperclip stuck to the magnet.	effect	1	356
The gardener pulled the weeds.	The weeds came out of the soil.	The weeds produced seeds.	effect	0	357
We ordered a pizza.	The pizza was delivered.	The pizza got cold.	effect	0	358
The teenager grew taller than his father.	He went through a growth spurt.	He joined the basketball team.	cause	0	359
The patient underwent the risky medical procedure.	The procedure was costly.	Specialists recommended the procedure.	cause	1	360
The man caught his shirtsleeve on the rungs of the fence.	He hopped the fence.	The sleeve ripped.	effect	1	361
The investigators deemed the man's death a suicide.	He left a note.	He had children.	cause	0	362
The computer crashed.	I backed up my files.	I downloaded a virus.	cause	1	363
The girl's mouth ached.	She lost a tooth.	She swallowed her gum.	cause	0	364
The room was dim.	I opened the blinds.	I washed the windows.	effect	0	365
The father put his daughter in her stroller.	She learned to walk.	He was tired of carrying her.	cause	1	366
The spy discovered the enemy's location.	The spy bugged the enemy's phone.	The spy was hired by the government.	cause	0	367
The glasses on the table spilled.	The child drew on the table.	The child yanked the tablecloth.	cause	1	368
The water in the teapot started to boil.	The teapot cooled.	The teapot whistled.	effect	1	369
The city re-elected the mayor.	The city cut its budget.	The mayor fulfilled his promises.	cause	1	370
The woman exaggerated the details of the story.	She wanted attention.	She felt shy.	cause	0	371
The woman hit a midlife crisis.	She retired.	She went sky diving.	effect	1	372
The man went into denial about the tragedy.	He got over it easily.	He refused to talk about it.	effect	1	373
The man grieved.	His wife criticized him.	His mother passed away.	cause	1	374
The girl had a phobia of dogs.	She rescued an abandoned dog.	She was bitten by a dog.	cause	1	375
I made a resolution to eat a healthy diet.	I attended a yoga class.	I bought fruits and vegetables.	effect	1	376
The patient went into a coma.	He suffered emotional trauma.	He suffered brain damage.	cause	1	377
The friends' dinnertime conversation turned to politics.	The conversation quieted down.	A debate erupted.	effect	1	378
The woman spotted her friend from across the room.	The woman waved.	The woman escaped.	cause	0	379
The mother needed help looking after her children.	She sent the children to daycare.	She gave up custody of the children.	effect	0	380
The driver honked her horn.	Another car swerved into her lane.	She made a right turn at the light.	cause	0	381
The man wanted to save money.	He withdrew money from his savings account.	He cut back on making frivolous purchases.	effect	1	382
I put shoes on.	The floor contained broken glass.	The paint on the walls was wet.	cause	0	383
The librarian located the book in the stacks.	I requested the librarian's help.	The book was checked out.	cause	0	384
The mother became eye level with her son.	She squatted down.	She held his hand.	cause	0	385
I packed up my belongings.	I was hunting for a new apartment.	I was moving out of my apartment.	cause	1	386
The boy mimicked his older brother.	The boy looked up to his older brother.	The boy wrestled with his older brother.	cause	0	387
The girl desired her parent's approval.	She ran away from home.	She obeyed her parent's rules.	effect	1	388
The truck crashed into the motorcycle on the bridge.	The motorcyclist died.	The bridge collapsed.	effect	0	389
The retail shop shut down.	Its sales were lagging.	It renewed its lease.	cause	0	390
The swimmer won the race.	She received a gold medal.	Her team lost the meet.	effect	0	391
Air pollution in the city worsened.	Factories increased their production.	Factories shut down.	cause	0	392
The mother scolded her daughter.	Her daughter burped at the kitchen table.	Her daughter set the kitchen table.	cause	0	393
I excused myself from the group.	I turned off my phone.	My phone rang.	cause	1	394
The skier slipped on the slope.	She dropped her ski poles.	She hit a patch of ice.	cause	1	395
The print on the brochure was tiny.	The man put his glasses on.	The man retrieved a pen from his pocket.	effect	0	396
I flipped the light switch up and down.	The light faded.	The light flickered.	effect	1	397
The man's watch was broken.	He waited at the bus stop.	He asked a stranger for the time.	effect	1	398
The soldiers were concealed in the brush.	They were armed with rifles.	They wore camouflage uniforms.	cause	1	399
